"","Species","Area","Units","Country","X2017","X2016","X2015","X2014","X2013","X2012","X2011","X2010","X2009","X2008","X2007","X2006"
"22711","DGH","27.7","TLW","JE",3,0,0,0,0,0,0,0,0,0,8,0
"22712","DGS","27.7","TLW","BE",0,0,0,0.2,0,0,2.6,0.7,5.21,8.82,8.4,14.7
"22713","DGS","27.7","TLW","ES",0,0,0,0,0.21,3.56,0.19,0.1,18.2,65,98.4,22.2
"22714","DGS","27.7","TLW","FR",0,0,0,8.13,10.72,15.03,62.05,190.4,385.1,311.6,356.5,466.5
"22715","DGS","27.7","TLW","GB",35.66,12.14,0,0,5.86,2.3,0.61,22.3,211.62,100.03,361.21,558.01
"22716","DGS","27.7","TLW","NL",0,0,0.1,0,1,2,1,2,3,9,17,18
"22717","DGX","27.7","TLW","ES",0,0,0,0,0,0,0,0,11.8,11,1.3,17.3
"22718","DGX","27.7","TLW","FR",0,0.03,1.09,0.76,2.26,1.82,22.19,17,44.1,34.8,50.5,55.1
"22719","DGX","27.7","TLW","GB",3.87,0,9.88,310.99,141.49,145.1,366.9,195.9,151.11,95.02,62.5,16
"22720","DGX","27.7","TLW","GG",7.356,0,0,0,0,0,0,0,0,0,0,0
"22721","DGX","27.7","TLW","IE",0,8.4,25.62,33.24,28.76,2.12,28.8,51.2,181.3,90.6,437.91,759.7
"22722","DGX","27.7","TLW","IM",0,0,0,1,0,14,12,8,0,0,0,0
"22723","DGX","27.7","TLW","JE",0,0,0,0.005,0,0,0.037,0,0.004,0,0,0
"22724","DGX","27.7","TLW","NL",0,0,0,0.1,0,1,0,4,0,0,0,0
"22725","DGZ","27.7","TLW","BE",0,0,0,0,0,0,0,0,0,359.4,362.91,388.6
"22726","DGZ","27.7","TLW","IE",15.94,28.94,0,0,8.27,41.43,0,0,0,0,0,0
"22727","DOL","27.7","TLW","FR",0.04,0.07,0,0.11,0.51,0.08,1.07,0,0,0,0,0
"22728","DON","27.7","TLW","FR",0,0,0,0,0.48,0.73,0,0,119.7,0,0,0
"22729","DOR","27.7","TLW","FR",0,0,0,0,0,0,0,0,0,0.01,0.01,0
"22730","DPS","27.7","TLW","FR",0.06,0,0.35,1.96,1.43,5.43,5.24,6.8,1.2,0,0,0.2
"22731","DPX","27.7","TLW","BE",4.7,6.7,3.8,5,78.8,182.5,199.7,206.9,214,229.5,299.3,317.5
"22732","DPX","27.7","TLW","ES",0,0.09,0.06,0,0,0,0,0,0.01,0,0.1,0
"22733","ECH","27.7","TLW","IE",0,0,0,0,0,0,0.07,0,0,0,0,0
"22734","EEO","27.7","TLW","GB",0,0,0,0,0,0,0,0,0.01,0,0,0
"22735","EJE","27.7","TLW","FR",0,0,0.27,0,0,0.03,0,0,0,0,0,0.7
"22736","ELE","27.7","TLW","FR",0.99,1.54,0.59,2.87,1.5,0.22,0.67,4,0.7,14.1,14.3,21.1
"22737","ELE","27.7","TLW","GB",3.04,0.39,1.51,0.52,1.74,0.2,0.44,0,0.71,0.03,0.92,0.04
"22738","ELE","27.7","TLW","NL",0.03,0,0,0,0,0,0,0,0,0,0,0
"22739","ELP","27.7","TLW","FR",0,0,0.2,0.31,0,0,0,0,0,0,0,0
"22740","ELP","27.7","TLW","GB",0,0,0,0,0.04,0,0,0,0,0,0,0
"22741","ELX","27.7","TLW","FR",0,0,0,0,0,0,0,0,0,3.6,3.6,10.4
"22742","ELZ","27.7","TLW","IE",0,0,0,0,0,0,0,0,0,0,0.01,0.2
"22743","EOI","27.7","TLW","ES",9.65,1.82,5.39,2.18,7.32,0,0,0,0,0,0,0
"22744","EPI","27.7","TLW","ES",0,0,0,0,0,0.01,41.78,3.8,10.6,8,10.1,8.7
"22745","EPI","27.7","TLW","FR",0.37,10.99,0.89,1.38,1.5,3.66,2.85,7.4,1.9,4.4,5.92,45.9
"22746","EPI","27.7","TLW","IE",0,0,0,0,0,0,0,0,0,0,0.7,11.4
"22747","EQE","27.7","TLW","IE",0,12.99,0,0.26,19,67.73,86.71,48,0,0,15.6,455.6
"22748","EQI","27.7","TLW","IE",531.59,519.25,516.93,766.01,700.24,129.35,73.25,82,0,283.8,0,2.7
"22749","ETR","27.7","TLW","GB",0,0,0,0,0,0,0,0,0,6,0,0
"22750","ETX","27.7","TLW","GB",0,0,0,0.03,0,0,0,0,0,0,0,0
"22751","FAM","27.7","TLW","IE",0,0,0,0,0,0.06,0,0,0,0,0,0
"22752","FCP","27.7","TLW","FR",0.03,0.07,0.07,0.45,0.07,0.22,3.87,2.3,0.8,0,0,0
"22753","FIN","27.7","TLW","DE",0,0,0,0,0.01,0,0,0,0,81.2,0,0.01
"22754","FIN","27.7","TLW","DK",0,0,0,0,0,0,0,0,0,0,0,1.01
"22755","FIN","27.7","TLW","ES",0.11,0.2,0.23,0.49,0.5,0.42,1.47,2.7,5.63,8.03,27.2,15.6
"22756","FIN","27.7","TLW","FR",0,0,0,0,0,0,0,0.9,4.1,0,0,0
"22757","FIN","27.7","TLW","IE",0,214.34,179.69,185.79,223.42,180.22,128.77,151.2,139.71,0,0,0
"22758","FIN","27.7","TLW","IM",0,0,0,0,0,0,0,0,0,5,3,25
"22759","FIN","27.7","TLW","NO",0,0,0,0,0,0,0,0,0,12.9,0,0
"22760","FLE","27.7","TLW","BE",19.8,25.6,29.2,3.6,40.3,52.4,59.8,47.9,53.3,40,44.6,59.3
"22761","FLE","27.7","TLW","ES",0,0,0,0,0,0,0,2.1,0,1.01,1.11,9.8
"22762","FLE","27.7","TLW","FR",50.27,34.09,44.53,61.66,79.3,90.87,117.18,110.3,130.8,76.3,108.01,185.2
"22763","FLE","27.7","TLW","GB",69.24,90.39,119.69,41.94,91.87,88.9,111.3,153.4,146.9,109.01,118.32,128.02
"22764","FLE","27.7","TLW","IE",0.8,0.93,3.97,2.27,1.68,3.57,0.9,2.1,0.9,1.6,5.3,6.2
"22765","FLE","27.7","TLW","JE",0,0.002,0,0,0,0.003,0,0,0,0,0.028,0
"22766","FLE","27.7","TLW","NL",12.36,4.8,5.8,19.7,14,6,9,5,2,2,1,1
"22767","FLW","27.7","TLW","FR",0,0,0.02,0,0.45,0.3,0,0,0,0.12,0.12,0.3
"22768","FLX","27.7","TLW","ES",0,0,0,0,0,0,0,0,30.31,8.01,55.61,0.1
"22769","FLX","27.7","TLW","FR",0.36,0.8,0.89,1.57,1.06,0.81,2.45,1.3,4.3,0.53,0.53,1.3
"22770","FLX","27.7","TLW","GB",0,0,0,0,0,0,0,0,0,0.02,0.02,0.01
"22771","FOR","27.7","TLW","ES",7.52,18.38,52.71,19.69,9.9,2178.32,4223.49,3416.5,1356.61,1506,1340,161
"22772","FOR","27.7","TLW","FR",0.08,0.23,0.25,1.34,11.22,0.05,0,0,3,0.3,0.3,0
"22773","FOR","27.7","TLW","GB",0.06,0,0,0,0,0,0,0,0,0,0,1.02
"22774","FOR","27.7","TLW","IE",0,0,0,2.51,1.7,1.46,0.3,0,0,0,0,0
"22775","FOX","27.7","TLW","ES",0,0,0,0.28,0.18,78.44,11.02,6.2,12.6,23.01,15.2,54.2
"22776","FOX","27.7","TLW","FR",0.43,0.04,0,0,0,0,0,0,0,0,0,0
"22777","FPP","27.7","TLW","FR",0,0,0,0,0,0.19,1.32,0,0,0,0,0
"22778","GAD","27.7","TLW","BE",0,0,0,0.1,0,0,0,0,0,0,0,0
"22779","GAD","27.7","TLW","ES",22.03,2.44,296.62,133.53,0,4.9,1108.88,728.51,352.92,669,270.1,62.5
"22780","GAD","27.7","TLW","FO",0,0,0,0,0,0,9,282,0,0,0,0
"22781","GAD","27.7","TLW","FR",0.71,1.39,2.6,33.86,29.62,27.09,26.03,0,0,0,0,0
"22782","GAD","27.7","TLW","GG",0,0,0,0,0,0,1,1,0,0,0,0
"22783","GAD","27.7","TLW","IE",0,0,0.04,0,0.68,0,0.12,0.01,0,0.5,0,0.5
"22784","GAG","27.7","TLW","DE",0.39,0,0,0,0,0,0,0,0,0,0,0
"22785","GAG","27.7","TLW","ES",0,0,0,0.09,1.91,2.39,27.68,88.9,128.42,54.01,26.71,37.2
"22786","GAG","27.7","TLW","FR",244.43,209.86,279.7,214.47,247.48,225.08,205.39,277.2,253.8,129.01,216.1,266.8
"22787","GAG","27.7","TLW","GB",12.87,19.11,16.22,19.85,16.54,14.6,14.2,15,22.11,38.01,43.6,74.02
"22788","GAG","27.7","TLW","IE",0,0,0,0,0,0.26,0,0,0,0,0,0
"22789","GAG","27.7","TLW","JE",0,2.409,0.295,0.225,0.429,0.37,0.27,0.01,0.177,0.362,0.878,2.22
"22790","GAG","27.7","TLW","NL",5.95,2.5,5.3,10.7,9,17,11,0,0,0,0,0
"22791","GAM","27.7","TLW","ES",0,0,0,0,0,0,0,0,0,0,0,4.8
"22792","GAM","27.7","TLW","FR",0,0,1.47,3.5,3.45,0.69,4.48,4.5,7.4,0.3,0.3,0
"22793","GAR","27.7","TLW","FR",8.59,10.8,16.66,30.8,12.81,15.14,17.76,19.1,16.9,9,26.1,7.3
"22794","GAR","27.7","TLW","GB",0.29,0.22,0.47,1.05,1.33,1.2,1.4,1.2,1.62,1.02,0.82,0.03
"22795","GAR","27.7","TLW","GG",0,0,0,0,0,0,0,1,1,0,0,0
"22796","GAR","27.7","TLW","JE",0,0.035,0.013,0.004,0.1,0.001,0.001,0.001,0.008,0,0.006,0.307
"22797","GAR","27.7","TLW","NL",0.15,0.3,0.3,0,0,0,0,0,1,0,0,88
"22798","GAS","27.7","TLW","ES",0,0,0,0,0,0,0.24,0.1,0,0.01,0,0
"22799","GAS","27.7","TLW","FR",0,0,0,0,0,0,0,0,0.8,0,0,0
"22800","GAU","27.7","TLW","FR",0,0,0,0,0.01,0.17,3.99,0,0,0,0,0
"22801","GAU","27.7","TLW","IE",0,0,0,0,0,0,0.57,3.11,2.7,1.92,2.5,6.51
"22802","GBR","27.7","TLW","ES",0,0,0,0,0,0.1,0,0,0.6,0.02,2.5,0
"22803","GEQ","27.7","TLW","FR",0,0.16,0,0,0,0,0.1,0,0,0,0,0
"22804","GFB","27.7","TLW","ES",397.14,625.7,708.51,693.29,549.7,666.31,587.26,552.3,383.9,401,416.51,615.9
"22805","GFB","27.7","TLW","FR",137.7,147.04,180.8,155.05,208.92,65.52,69.06,73.9,100.2,171.6,206.51,321.3
"22806","GFB","27.7","TLW","GB",21.01,27.47,38.92,31.51,33.41,16.3,51.14,63.1,69.12,102.05,145.9,219.02
"22807","GFB","27.7","TLW","IE",3.35,5.92,31.72,21.11,14.92,5.59,4.46,5.6,6.22,42.81,50.61,88.5
"22808","GFB","27.7","TLW","NO",0,0,0,0,0,2.23,0,0,0,0,2,1
"22809","GHL","27.7","TLW","FR",0,0,0,0.13,0.02,0,0,0,2.3,0.02,0.03,2.1
"22810","GHL","27.7","TLW","GB",0,0.04,0,0,0,0,0.03,0.1,0,0,0,0.01
"22811","GHL","27.7","TLW","IE",0,0,0,0,0,0,0,0,0,0,0.1,0
"22812","GKL","27.7","TLW","FR",4146.22,6919.8,3322,2852.08,2521.79,3086.7,3695.24,3846.7,2769.7,4460.8,4981.3,7589.8
"22813","GKL","27.7","TLW","JE",0,0,0,0.667,1.37,0.245,0.655,0.885,0.185,0.733,0,0
"22814","GOB","27.7","TLW","FR",0,0,0,0,0.08,17.4,0.59,0.9,0,0,0,0
"22815","GPA","27.7","TLW","ES",0,0,0,0,0,0,0,0,0,0,0,2.7
"22816","GPD","27.7","TLW","ES",0.02,0,0,0.03,0.39,2.1,17.93,4.1,2,8.02,31.41,14.6
"22817","GPD","27.7","TLW","FR",0.25,0.03,0.14,0.18,0.18,0.1,0.13,1.9,0,1.8,1.8,2.7
"22818","GPD","27.7","TLW","GB",0,0,0,0,0,0.3,0,0,0,0,0.21,0.02
"22819","GRO","27.7","TLW","ES",30.32,72.87,7683.37,225.97,474.97,0,836.94,2655.61,5884.31,2166,4548.2,0
"22820","GRO","27.7","TLW","GB",0.32,0.69,0.02,0.55,1.23,3,10.13,12.9,29.13,90.07,93.72,114.05
"22821","GRV","27.7","TLW","FR",0,0.02,0,0.07,0.44,0.18,2.22,0,0,0,0,0
"22822","GRV","27.7","TLW","IE",0,0,0,0,0,0,0,0,0,0,0,62.6
"22823","GRX","27.7","TLW","ES",0,0,0,0,0,0,0,0,0,0,0.02,0.3
"22824","GRX","27.7","TLW","GB",0,0,0,0,0,0,0,0,0,0.01,0,0
"22825","GSM","27.7","TLW","FR",0,0,0.02,0,0,0,0,0,0,0,0,0
"22826","GUG","27.7","TLW","BE",9.1,11.4,12.2,16.5,46.1,34.2,28.9,20.2,11.4,9.9,7.7,12.6
"22827","GUG","27.7","TLW","ES",0,0.04,0,0,0,0,0,0,0,0,0,0
"22828","GUG","27.7","TLW","FR",55.97,42.96,82.18,66.61,60.31,61.38,55.25,46.8,31.6,3.92,23.4,30
"22829","GUG","27.7","TLW","GB",12.91,1.08,0.3,2.75,13.81,23.5,35.6,67.7,65.1,66.01,39.6,20
"22830","GUG","27.7","TLW","JE",0,0.023,0,0,0,0,0.085,0.783,1,1.865,0.656,0.56
"22831","GUG","27.7","TLW","NL",4.28,2.2,2.1,3.7,13,13,56,44,4,19,10,32
"22832","GUN","27.7","TLW","ES",0.34,0,0.14,0,0,0,0,0,0,0,0,0
"22833","GUN","27.7","TLW","FR",0,0,0.4,0,0.08,0.64,0.16,0,0,0.1,0.1,0
"22834","GUP","27.7","TLW","FR",0,0,0,0,0,0.74,0,0,1.3,0,0,0
"22835","GUP","27.7","TLW","GB",0.08,0,0,0,0,0,0,0,0,0.01,1.31,9.01
"22836","GUQ","27.7","TLW","DE",0,0,0,0,0,0,0,0,0,0,0.1,0
"22837","GUQ","27.7","TLW","ES",0,0,0,0,0,0,0,0,0,5.02,6,3.4
"22838","GUQ","27.7","TLW","FR",0,0,0,0.45,0,0.09,2.66,10,7.9,4.6,0,0.5
"22839","GUQ","27.7","TLW","GB",0,0,0,0,0,0,0,0,0,0,7.7,83.01
"22840","GUQ","27.7","TLW","IE",0,0,0,0,0,0,0,0,0,0.1,0,0
"22841","GUR","27.7","TLW","BE",262,233.1,177.3,251.6,283.2,299.3,299.6,226.6,197.2,325,293.6,281.1
"22842","GUR","27.7","TLW","ES",0.32,0.05,0,1.85,0.15,0,0,0,0,0,0,0
"22843","GUR","27.7","TLW","FR",2265.79,2441.68,2747.34,3609.47,2985.75,2549,2993.98,3254.2,3127.9,3930.91,4265.01,4303.4
"22844","GUR","27.7","TLW","GB",203.2,103.36,60.28,80.96,88.92,65,54.8,85.7,67.2,57.02,35.01,23.01
"22845","GUR","27.7","TLW","GG",0.766,2.07,3.3,6,9,4,2,2,6,8,4,10
"22846","GUR","27.7","TLW","IE",8.93,8.73,0,0,15.41,25.44,0,0,0,0,0,0
"22847","GUR","27.7","TLW","IM",4,0.7,0.02,5,2,0,1,0,1,0,0,0
"22848","GUR","27.7","TLW","JE",0,2.716,2.17,2.549,2.839,2.661,0.905,0,0.089,0.21,0.939,0
"22849","GUR","27.7","TLW","NL",166.63,137.6,158.1,193.9,223,249,245,199,119,65,37,16
"22850","GUU","27.7","TLW","BE",1036.3,992.8,745.4,529,492.4,513.4,352.7,364.5,346.11,0,0,0
"22851","GUU","27.7","TLW","FR",918.41,1083.35,1063.28,799.45,753.32,759.87,835.18,768.3,754.8,811.11,1178.11,1113.3
"22852","GUU","27.7","TLW","GB",319.63,360.69,322.86,224.78,177.76,30.6,0,0,0,0,0,0
"22853","GUU","27.7","TLW","NL",865.8,704.5,752.9,685.5,611,711,432,0,228,163,239,84
"22854","GUX","27.7","TLW","BE",3.9,0,0,0,0,0,0,0,0,464.61,616.1,490.6
"22855","GUX","27.7","TLW","ES",6.67,9.17,6.74,9.58,4.83,61.66,62.05,83.91,93.72,38.02,1.11,7.3
"22856","GUX","27.7","TLW","FR",7.87,11.78,7.03,14.46,19.84,21.8,66.64,26.6,50.3,0.11,1.5,1.6
"22857","GUX","27.7","TLW","GB",824.34,940.12,828.6,816.29,1211.35,1334.3,1123.8,904.5,746.41,760.04,692.72,696.02
"22858","GUX","27.7","TLW","IE",55.02,35.67,67.59,79.34,80.5,93.54,117.07,39.41,20.4,139.61,42.4,56.91
"22859","GUX","27.7","TLW","IM",1,0.118,0.035,0,0,2,1,2,0,0,0,0
"22860","GUY","27.7","TLW","ES",0.22,0,0,0.04,0,0,0,0,0,0,0,0
"22861","HAD","27.7","TLW","BE",115.9,94.9,125.5,107.4,180.9,248.5,228.9,181.2,138.01,123.71,150.01,122.8
"22862","HAD","27.7","TLW","DE",0,0,0,2.92,0,0,0,0,0,0,0,0
"22863","HAD","27.7","TLW","ES",0.18,0.17,0.07,2.83,3.29,104.52,93.89,127.3,46.81,121.01,49.81,183.4
"22864","HAD","27.7","TLW","FR",4892.74,4585.66,5691.34,6378.5,8758.37,11811.29,8419.54,6262.5,5440.6,3656.9,4176.5,3213.1
"22865","HAD","27.7","TLW","GB",1929.51,1517.2,1403.3,1211.66,1612.96,2137.3,2014.1,1448.3,1161.63,1104.03,945.01,701.05
"22866","HAD","27.7","TLW","IE",2792.14,2375.7,2163.84,2633.72,3191.13,4690.69,3757.34,2942.1,3370.8,2118.5,2407.6,2057.7
"22867","HAD","27.7","TLW","IM",15,0.677,0.047,0,0,0,0,0,1,1,0,0
"22868","HAD","27.7","TLW","JE",0,0,0,0,0,0,0,0,0.013,0,0,0.034
"22869","HAD","27.7","TLW","NL",11.65,26.4,6.5,19.3,21,65,35,1,1,0,0,0
"22870","HAD","27.7","TLW","NO",0,0.18,0,0,0,2.56,0,0,0,0,3,24
"22871","HAL","27.7","TLW","BE",0,0,0,0,0,0,0,0,0.04,0.02,0.03,0
"22872","HAL","27.7","TLW","ES",0,0,0,0,0.06,0,0,0,0,0,0.01,0
"22873","HAL","27.7","TLW","FR",0,0.06,0,0.01,0.02,0.35,0.22,0,1.3,0.52,0.81,0.5
"22874","HAL","27.7","TLW","GB",0.05,0.11,0.03,0.02,0.1,0,0.05,0.1,0.24,0.04,0.13,0.05
"22875","HAL","27.7","TLW","IE",0,0,0,0,0,0.04,0.12,0.1,0.03,0.01,0.71,0.02
"22876","HAL","27.7","TLW","NO",0,0,0,0,0,0.4,0,0,0,0,0,0
"22877","HER","27.7","TLW","BE",12.4,25.9,17.1,25.2,22.2,3.3,0.6,0.4,0,0.01,0,0.1
"22878","HER","27.7","TLW","DE",9322.65,13289.46,12482.86,9675.46,10276.97,7497.71,4984.24,5302,4442.3,5372.6,7950.7,7819.6
"22879","HER","27.7","TLW","DK",0,0,0,700.54,248.85,280,0,0,0,0,0,0
"22880","HER","27.7","TLW","FO",0,0,0,0,0,0,0,0,0,0,4,0
"22881","HER","27.7","TLW","FR",9292.59,11905.53,10207.14,8079.65,9427.27,8294.93,7056.53,3760.5,3137.7,8269.9,8240,14567.3
"22882","HER","27.7","TLW","GB",6140.85,8684.91,8183.23,9346.63,8853.92,9799.3,7497,6923.6,6509.51,7337.02,8441.21,9249
"22883","HER","27.7","TLW","GG",0,0,0,0,0,0,0,1,1,1,0,0
"22884","HER","27.7","TLW","IE",10214.84,15196.02,15802.43,17486.37,14803.77,16711.59,11908.25,8448.9,5814.5,7169.5,8942.8,8436.8
"22885","HER","27.7","TLW","IM",4,0.108,0.754,0,1,1,1,0,2,2,1,0
"22886","HER","27.7","TLW","JE",0,0,0,0,0,0.04,0,0,1,0,0,0
"22887","HER","27.7","TLW","NL",13544.82,15575.7,22270.2,15005.9,19051,17189,11373,10517,8225,10325,13501,19997
"22888","HKE","27.7","TLW","BE",45.9,15,9.9,12.4,12.2,9.6,10.8,13.1,8.2,8.1,13.4,19.3
"22889","HKE","27.7","TLW","DE",6.53,3.62,24.45,0,0.01,0,0,0,0,0,0,0
"22890","HKE","27.7","TLW","DK",1,0,0,0,0,0,0,0,0,0,0,0
"22891","HKE","27.7","TLW","ES",19235.48,21133,15582.84,17013.09,13541.15,14652.23,7631.53,8390.8,7637.21,8147,5095.9,6557.4
"22892","HKE","27.7","TLW","FR",21101.65,22323.54,20445.03,18457.96,13333.08,9885.79,9069.74,4720.7,5209.1,4947.4,5168.6,5324.8
"22893","HKE","27.7","TLW","GB",3577.66,3922.22,4095.32,3034.65,2958.24,2192.2,1381.15,1325.7,1654.32,2189.02,1943.01,1829.02
"22894","HKE","27.7","TLW","IE",3271.31,3130.69,2505.66,2407.79,1576.2,1618.15,1637.13,1539.5,1258.2,1148.1,1229.4,982.81
"22895","HKE","27.7","TLW","NL",15.25,128.7,459.4,72.7,1,67,377,99,8,0,0,0
"22896","HKE","27.7","TLW","NO",0,0,0,0,0,0.71,0,0,0,0,0,0
"22897","HKE","27.7","TLW","PT",0,0,0,0,0.17,0,0,0,0,0,0,0
"22898","HKS","27.7","TLW","FR",0,0,0,0,0,0,0,0,0,0.01,0.01,0
"22899","HKW","27.7","TLW","NO",0,0.28,0,0,0,0,0,0,0,0,0,0
"22900","HKX","27.7","TLW","IE",0,0,0,0,0,0.03,0,0,0,0,0,0
"22901","HLT","27.7","TLW","FR",32.51,32,33.73,35.92,35.88,35.66,46.3,37.8,28.6,27,29.5,24.1
"22902","HLT","27.7","TLW","GG",0,0,0,0,0,0,0,1,1,0,1,0
"22903","HLZ","27.7","TLW","FR",12.96,19.92,0,0,0,0,0,0,0,0,0,0
"22904","HMM","27.7","TLW","FR",0,0,12.21,0.94,7.08,2.04,1.84,3.9,10.1,7.4,16.9,48.1
"22905","HNG","27.7","TLW","IE",0.03,0.02,0,0,0.02,0.04,0,0,0,0,0,0
"22906","HOL","27.7","TLW","ES",0,0,0,0,0,0,0,0,0,0,23.5,0
"22907","HOM","27.7","TLW","DE",4976.01,0,0,0,0,0,0,0,0,5756,3892.5,7137.9
"22908","HOM","27.7","TLW","DK",1618,562.03,2266.78,5605.87,7390.34,3627.51,5919.52,5247.3,2709.9,1971,4856,6838
"22909","HOM","27.7","TLW","ES",0,0,0,0,7.39,0,0,0,0,0,0,1.5
"22910","HOM","27.7","TLW","FO",0,0,0,0,0,0,0,0,3,200,375,1307
"22911","HOM","27.7","TLW","FR",0,0,2406.2,2075.81,1466.94,1430.27,1723.94,4391.4,1322.1,11630.6,11298.71,8326.5
"22912","HOM","27.7","TLW","GB",0,0,0,0,0,0,0,0,0,8358.03,9843.61,8038
"22913","HOM","27.7","TLW","GG",0,0.142,0,0,0,0,1,1,4,0,1,0
"22914","HOM","27.7","TLW","IE",0,12192.91,10752.76,16923.56,147.12,1628.13,13956.9,24490.8,23777,16404.7,7898.7,16840.8
"22915","HOM","27.7","TLW","LT",0,0,0,0,0,0,0,0,3097.5,4823.4,5525,3619
"22916","HOM","27.7","TLW","NL",13313.46,18228.6,28095.8,16762.7,49503,65790,67315,74658,45991,45660,38852,36667
"22917","HOM","27.7","TLW","PT",0,0,0,0,0.01,0,0,0,0,0,0,0
"22918","HPR","27.7","TLW","FR",0.25,0,0,0,0,0,0,0,0,0,0,0
"22919","HYD","27.7","TLW","FR",0.33,1.33,0.84,3.49,4.71,3.29,4.41,10,12.3,12.81,15.43,22.2
"22920","IAR","27.7","TLW","ES",0,0,0,0,0.07,0,0,0,0,0,0,0
"22921","IAR","27.7","TLW","FR",3.34,0.38,2.06,0.73,3.84,1.2,1.27,0.9,0,0.01,0.82,4.4
"22922","ILL","27.7","TLW","FR",840.34,620.14,618.89,517.69,476.72,169.06,291.22,49.2,48.7,0,0,0
"22923","ILL","27.7","TLW","GB",87.69,0,0,0,0,0,0,0,0,0,0,0
"22924","IMS","27.7","TLW","FR",0,0,0,0.53,0,0.07,0,0,0,0.1,0.1,0
"22925","IOD","27.7","TLW","FR",0,0,0,0,0,0,0,0,0,0.7,0.7,0.3
"22926","JAA","27.7","TLW","ES",0,0,0.43,0,0,0,0,0,0,0,0,0
"22927","JAD","27.7","TLW","FR",0,0,0,0,0,0,0.21,0,0,0,0,0
"22928","JAD","27.7","TLW","GB",0.16,0,0,0,0,0,0,0,5.1,49.02,0,0
"22929","JAT","27.7","TLW","IE",0,0,0,0,0,0,0,0.3,1.2,1,0,0
"22930","JAX","27.7","TLW","BE",34.2,25.5,28.4,15.3,40.5,16.5,8.5,9.6,0.5,0.3,0.4,0.4
"22931","JAX","27.7","TLW","DE",0,9186.43,8025.71,14564.34,18490.89,21170.49,17910.94,20299,14237.1,0,0,0
"22932","JAX","27.7","TLW","ES",0,0.14,0.71,4.33,6.34,2.97,0,7.4,13.2,85,272.7,93.8
"22933","JAX","27.7","TLW","FR",1990.19,1816.04,8.1,700.07,1922.6,5899.89,2200.08,0,0,0,0,0
"22934","JAX","27.7","TLW","GB",3732.54,5030.67,4983.85,7942.83,7804.24,13158.6,13693.2,15750.2,14988.72,0,0,0
"22935","JAX","27.7","TLW","IE",7857.48,0,0,0,15659.04,14265.49,0,0,0,0,0,0
"22936","JAX","27.7","TLW","JE",0,0,0.269,0.148,0.182,0.155,0,0.003,2.262,0.003,0.063,1.1
"22937","JAX","27.7","TLW","LT",0,1348,5347.83,4435.13,0,1839.34,502,0,0,0,0,0
"22938","JAX","27.7","TLW","NL",0,0,1337.9,2048.4,0,0,0,0,0,0,0,0
"22939","JCR","27.7","TLW","ES",0,0.33,0.1,0,0,0,0,0,0,0,0,0
"22940","JCR","27.7","TLW","FR",0,0,0.02,0.04,0,0,0,0,0,0,0,0
"22941","JDP","27.7","TLW","FR",0.43,0.84,1.14,0.76,0.73,0.39,0.92,0.8,0.7,0.2,2.64,8.3
"22942","JDP","27.7","TLW","GB",0,0,0,0,0.12,0,0,0,0,0,0,0
"22943","JOD","27.7","TLW","BE",26.3,27.9,23.2,31.3,16.2,0,0,0,0,0,0,0
"22944","JOD","27.7","TLW","ES",105.37,104.89,96.12,93.83,273.77,435.51,1093.36,1511,1514.6,985,138.21,184.9
"22945","JOD","27.7","TLW","FR",1309.01,1286.74,1328.75,1225.29,1274.41,1010.39,1096.07,1301.1,1210.8,992.7,1190.5,1261.5
"22946","JOD","27.7","TLW","GB",235.98,248.39,283.7,302.56,267.28,289.2,247.3,300.5,261.83,260.03,209.03,219.05
"22947","JOD","27.7","TLW","GG",0,0.272,0.3,0,0,0,0,0,1,0,1,0
"22948","JOD","27.7","TLW","IE",220.2,240.8,187.77,216.98,261.73,317.18,221.2,165.9,166.5,174.7,219.81,228.71
"22949","JOD","27.7","TLW","IM",1,0,0,0,0,0,0,0,0,0,0,0
"22950","JOD","27.7","TLW","JE",0,0.023,0.006,0.004,0.053,0.005,0.011,0.009,0.043,0.009,0.014,0.16
"22951","JOD","27.7","TLW","NL",4.5,4.1,6.2,10.7,7,4,1,1,1,0,0,0
"22952","JRS","27.7","TLW","ES",0,0,0,0.75,0,0,0,0,0,0,0,0
"22953","JRS","27.7","TLW","FR",0.21,0,0.07,0,0,0.35,0,0,0.8,0.1,0.1,0
"22954","KDF","27.7","TLW","FR",0,0,0,1.6,6.1,29.85,11.72,0,0,0,0,0
"22955","KEF","27.7","TLW","DE",47.16,55.16,39.55,29.1,33.82,45.39,115.5,75,74.51,85.1,82.4,64.5
"22956","KEF","27.7","TLW","FR",0.8,0,0,0,0,0,0.41,0,0,0,0,0
"22957","KEF","27.7","TLW","GB",0.23,0,0,0,0,0,0,0,0,0,0,0
"22958","KEF","27.7","TLW","IE",0,0,0,0,0.24,0,31.84,3.9,0,0,0,7
"22959","KFA","27.7","TLW","FR",69.52,0.26,23.73,7.58,3.33,1.05,0.17,0,0,0,0,0
"22960","KGX","27.7","TLW","FR",0,0,0.04,0.46,0.67,0.13,0.39,0,0,0,0,0
"22961","KLK","27.7","TLW","FR",0.82,1.82,0.58,0.18,2.58,0.7,0,0,0,5.1,5.1,0.3
"22962","KUP","27.7","TLW","FR",0,0,0,0,0,0.06,0,0,0,0,0,0
