"","Species","Area","Units","Country","X2017","X2016","X2015","X2014","X2013","X2012","X2011","X2010","X2009","X2008","X2007","X2006"
"38748","YFT","27.9","TLW","PT",4.24,2.39,1.47,2.8,53.47,204.91,202.16,288,779,317,562,140.4
"38749","YFX","27.9","TLW","ES",1.73,2.28,0.19,0.05,0.03,0,0,0,0,0,0,0
"38750","YLL","27.9","TLW","PT",0.05,0.06,0.17,0.22,0.17,0.09,0.29,0,0.01,0.01,0.01,0.11
"38751","YNU","27.9","TLW","ES",3.79,5.4,3.23,2.57,3.52,0,0,0,0,0,0,0
"38752","YNU","27.9","TLW","PT",0,0,0,0,0,0.05,0,0,0,0,0,0
"38753","YOI","27.9","TLW","PT",0,0,0,0,0.32,0.08,0,0,0,0,0,0
"38754","YOX","27.9","TLW","PT",0,0,0,0,0.14,0.03,0.04,0,0.01,0.01,0,0
"38755","YRS","27.9","TLW","ES",0.08,0.02,0.06,0.02,0.05,0,0,0,0,0,0,0
"38756","YRS","27.9","TLW","PT",0.02,0.03,0.03,0.02,0.02,23.9,0.04,0,0.01,0.01,0,0
"38757","YTC","27.9","TLW","PT",0,0,0,0,0.45,0.38,0.51,1,1,1,1.01,1
"38758","ZEX","27.9","TLW","ES",0.04,0.04,0.01,0,0.02,0,0,0,0,0,0,0
"38759","ZGP","27.9","TLW","ES",0.31,0.35,0.3,0.2,0.33,0,0,0,0,0,0,0
"38760","ABX","27.9.a","TLW","PT",0,0,0,0.65,0.01,2.62,0,0,0,0,0,0
"38761","AES","27.9.a","TLW","ES",0,0,0,0.05,0,0,0,0,0,0,0,0
"38762","AGD","27.9.a","TLW","PT",0,0,0,0,0,0.01,0,0,0,0,0,0
"38763","AGN","27.9.a","TLW","ES",0,0.86,1.91,0.3,4.24,62.51,10.31,9.3,0.01,0.01,0.8,0.1
"38764","AHN","27.9.a","TLW","PT",1.37,3.34,0.8,0.98,0.67,0.49,1.06,1,1,1,1,0.01
"38765","AKJ","27.9.a","TLW","ES",0,0.01,0,0.02,0.02,0,0,0,0,0,0,0
"38766","AKL","27.9.a","TLW","PT",0,0,0,0,0,0.16,0,0,0,0,0,0
"38767","ALB","27.9.a","TLW","ES",18.91,91.47,38.17,16.59,68.19,62.99,26.08,73.8,13.2,125,110.3,55.7
"38768","ALB","27.9.a","TLW","PT",0.43,2.99,1.48,3.37,16.45,38.64,140.39,6,1,1,14,4.9
"38769","ALC","27.9.a","TLW","PT",0,0,17.21,15.06,27.42,18.22,0,0,0,0,0.01,0
"38770","ALE","27.9.a","TLW","PT",0,0,0,1.33,0.02,0.02,0,0,0,0.01,0.01,0
"38771","ALF","27.9.a","TLW","ES",0.06,0.05,0,0.09,0.18,1.29,0.05,10.3,0.01,0.01,0.3,6.9
"38772","ALF","27.9.a","TLW","PT",3.07,1.74,0.01,6.5,0.6,0.35,0.24,0,3,2,6,0.01
"38773","ALM","27.9.a","TLW","ES",0,0,0,0,0.01,0,0,0,0,0,0,0
"38774","ALV","27.9.a","TLW","ES",0,0,0,0.01,0,0.02,0.01,0.1,21.5,29,13.3,23.9
"38775","ALV","27.9.a","TLW","PT",0,0,0.92,1.5,1.18,0.58,0,13,28,33,64,5.8
"38776","AMB","27.9.a","TLW","ES",6.27,4.52,5.6,5.65,2.62,1.1,13.5,2.4,1.8,6,11.5,3.3
"38777","AMB","27.9.a","TLW","PT",0.02,0.21,0.1,0.19,0.18,0.06,0.05,0,0.01,0.01,0.01,0
"38778","AMX","27.9.a","TLW","ES",0.03,0.03,0,0,0,0,0,0,0,0,0,0
"38779","AMX","27.9.a","TLW","PT",0,0.04,0,0.01,0,0,0,0,0,0,0,1.3
"38780","ANE","27.9.a","TLW","ES",3374.45,6410.37,5697.3,6663.62,5331.31,4760.66,5991.16,3031,2205.4,2574,4540.3,3909.4
"38781","ANE","27.9.a","TLW","PT",9144.17,7107.86,2617.08,826.9,386.52,785.4,2920.2,130,72,335,871,3
"38782","ANF","27.9.a","TLW","ES",200.95,161.48,207.31,215.75,194.55,0,0,0,0,0,0,293.8
"38783","ANF","27.9.a","TLW","PT",44.31,19.62,8.98,37.55,38.24,80.17,64.03,5,2,0,0,0.3
"38784","ANG","27.9.a","TLW","PT",0.15,0,0,0,0,0,0.82,3,0.01,2,6,0.01
"38785","ANK","27.9.a","TLW","ES",75.48,84.43,73.19,50.56,37.22,0,0,0,0,0,0,0
"38786","ANK","27.9.a","TLW","PT",326.48,243.71,244.42,130.52,158.01,141.6,22.57,20,24,43,13,0
"38787","ANN","27.9.a","TLW","ES",29.02,5.64,0.55,1.06,4.51,0,0,0,0,0,0,0
"38788","ANN","27.9.a","TLW","PT",73.82,66.49,73.62,68.16,85.85,56.46,51.65,31,45,56,31,2.5
"38789","APO","27.9.a","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0
"38790","APU","27.9.a","TLW","PT",0,0,0,0.01,0.01,0,0,0,0,0.01,0.01,0
"38791","ARA","27.9.a","TLW","PT",80.12,98.94,46.76,53.68,71.49,45.72,43.97,40,25,28,66,20.7
"38792","ARG","27.9.a","TLW","ES",1.02,0.14,0.49,0.37,0.95,0.39,0.36,0.6,0.01,19,1.2,1.8
"38793","ARG","27.9.a","TLW","PT",0,0,0,0,0.25,0.15,0.98,2,2,0.01,1,0.01
"38794","ARI","27.9.a","TLW","ES",37.65,47.42,30.1,60.55,64.95,11.69,12.94,2.2,4.1,12,1.8,0.2
"38795","ARS","27.9.a","TLW","PT",3.93,5.02,2.95,1.39,0.5,1.36,0.56,0,0.01,0.01,0,0.1
"38796","ARU","27.9.a","TLW","ES",0.03,0.01,0,0,0,0,0,0,0,0,0,0
"38797","ARV","27.9.a","TLW","PT",0,0,0,0,1.54,1.61,0.01,0,0,0.01,0.01,0
"38798","ARY","27.9.a","TLW","ES",6.48,3.11,1.74,2.69,2.35,0,0,0,0,0,0,0
"38799","ASD","27.9.a","TLW","ES",0.34,0.11,0.1,0.09,0.46,0,0,0,0,0,0,0
"38800","ASD","27.9.a","TLW","PT",132.77,68.72,37.56,66.12,71.78,34.06,27.16,19,58,40,38,0.2
"38801","ASK","27.9.a","TLW","ES",0,0,0.03,0.27,0,0,0,0,0,0,0,0
"38802","ASK","27.9.a","TLW","PT",0,0,0,0.69,0,0,0,0,1,1,1,0.3
"38803","ATB","27.9.a","TLW","ES",1.2,0.77,0.32,0.03,0.12,0,0,0,0,0,0,0
"38804","ATP","27.9.a","TLW","ES",0.99,0.04,1.68,0.29,0.05,0,0,0,0,0,0,0
"38805","ATP","27.9.a","TLW","PT",23.66,16.03,11.67,7.3,3.72,7.41,3.83,2,2,2,8,1.4
"38806","BAR","27.9.a","TLW","ES",4.53,9.28,0.71,2.49,6.06,3.83,5.02,9.2,2.9,1,1.2,0.4
"38807","BAR","27.9.a","TLW","PT",0.01,0,0,0,0,0,0,1,0,0,0.01,0.01
"38808","BAS","27.9.a","TLW","ES",0.01,0,0.03,0,0.1,0,0,0,0,0,0,0
"38809","BAS","27.9.a","TLW","PT",6.54,14.78,23.15,18.87,20.22,23.72,27.42,34,39,45,44,2.8
"38810","BBH","27.9.a","TLW","PT",0,0,0,0,0,0,0.53,0,0,0,0,0
"38811","BBS","27.9.a","TLW","ES",13.59,29.48,19.74,8.3,7.08,0,0,0,0,0,0,0
"38812","BDL","27.9.a","TLW","ES",0,0,0.25,0,0,0,0,0,0,0,0,0
"38813","BDY","27.9.a","TLW","PT",0.01,0,0,0,0.02,0,0,0,0,0,0,0
"38814","BEN","27.9.a","TLW","ES",0.02,0.1,0.08,0.05,0.06,0,0,0,0,0,0,0
"38815","BET","27.9.a","TLW","ES",651.37,30.73,18.93,12.26,1.22,2.47,7.09,0,7.9,0.01,0,0
"38816","BET","27.9.a","TLW","PT",91.96,24.13,37.43,7.03,5.27,22.47,168.35,451,0.01,8,18,3.8
"38817","BFT","27.9.a","TLW","ES",21.68,3.82,0,0,0,0,0,0,0.01,5,36.6,67.7
"38818","BFT","27.9.a","TLW","PT",361.34,315.53,0,42.42,235,223.05,180.51,58,41,25,20,0
"38819","BGR","27.9.a","TLW","PT",0,0,0,0,0.03,0.3,0.41,0,0,0,0,0
"38820","BGX","27.9.a","TLW","PT",0,0,0.79,0,0.67,0.84,1.84,1,2,1,0,0
"38821","BHD","27.9.a","TLW","ES",4.52,8.7,7.96,2.94,0.19,0,0,0,0,0,0,0
"38822","BHD","27.9.a","TLW","PT",24.27,24.42,31.33,32.45,41.16,38.42,53.13,55,52,55,54,0.8
"38823","BHY","27.9.a","TLW","ES",0.68,0.18,0.19,0.1,0.13,0,0,0,0,0,0,0
"38824","BIB","27.9.a","TLW","ES",711.82,824.9,515.51,550.33,746.17,914.97,676.43,847.9,606.8,1061,520.7,1214.7
"38825","BIB","27.9.a","TLW","PT",1865.01,1735.13,2213.19,2092.45,1742.65,2186.72,2345.88,2842,3461,3332,3537,252.6
"38826","BIL","27.9.a","TLW","ES",0.01,0.17,2.4,6.38,1.59,1.26,0,0.01,0.01,0,0.1,1.2
"38827","BIL","27.9.a","TLW","PT",0,0,0,0,0.01,1.53,9.7,0,0,0,0.01,0
"38828","BLB","27.9.a","TLW","ES",4.5,2.45,10.1,3.61,0.33,0.6,1.28,0.5,2.1,24,30.7,15.2
"38829","BLB","27.9.a","TLW","PT",27.42,20.34,17.13,28,28.64,31.19,41.71,99,70,68,102,0.2
"38830","BLE","27.9.a","TLW","ES",0.02,0.03,0.02,0,0,0,0,0,0,0,0,0
"38831","BLI","27.9.a","TLW","ES",0.47,0.4,0.2,0.13,0.1,0.09,0.3,0.1,0.01,18,0.2,21.7
"38832","BLI","27.9.a","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0
"38833","BLL","27.9.a","TLW","ES",14.81,9.86,7.87,9.66,12.87,11.72,18.14,21.9,21.3,20,16.5,22.1
"38834","BLL","27.9.a","TLW","IE",0,0,0,0,0,0,0,0,0.01,0,0,0
"38835","BLL","27.9.a","TLW","PT",51.56,38.41,35.24,40.45,41.2,36.33,42.22,50,33,26,20,1.1
"38836","BLM","27.9.a","TLW","PT",0,0,0,0,0,0,0.19,0,0,0.01,0,0
"38837","BLT","27.9.a","TLW","ES",98.66,166.22,180.33,111.3,113.44,0,0,0,0,0,0,0
"38838","BLT","27.9.a","TLW","PT",103.22,148.9,25.56,158.33,37.7,97.51,387.53,656,436,385,830,3.8
"38839","BLU","27.9.a","TLW","ES",226.2,145.43,67.94,39.83,85.95,17.93,20.89,33.9,63.5,112,142.9,194
"38840","BLU","27.9.a","TLW","PT",21.81,7.51,2.38,1.71,0.95,0.87,0.58,1,1,1,5,0.01
"38841","BOA","27.9.a","TLW","PT",0,0,0,0,0,0,0,0,0.01,0,0,0
"38842","BOC","27.9.a","TLW","ES",0.02,0.03,0,0,0.01,0,0,0,0,0,0,0
"38843","BOC","27.9.a","TLW","PT",7.08,0,0.2,1.51,0,0.11,0,0,0,0,0.01,0
"38844","BOG","27.9.a","TLW","ES",2078.78,3968.96,2029.83,3247.45,3538.8,3055.77,945.93,560.9,394.2,664,256.4,398.2
"38845","BOG","27.9.a","TLW","PT",570.9,791.35,633.7,390.62,430.39,512.59,282.09,226,184,165,323,32.4
"38846","BON","27.9.a","TLW","ES",178.89,328.58,425.96,24.62,24.67,287.51,32.03,18.6,11.1,1,4.2,3.4
"38847","BON","27.9.a","TLW","PT",382.46,589.83,761.59,134.61,168.42,326.66,449.23,497,108,176,380,8.7
"38848","BOP","27.9.a","TLW","PT",0,1.61,1.15,0.64,1.12,9.53,3.11,2,2,2,1,0.01
"38849","BOR","27.9.a","TLW","ES",0,0.01,0,0,0,0,0,0,0,0,0,0
"38850","BOY","27.9.a","TLW","ES",99.48,43.38,47.51,30.82,15.43,0,0,0,0,0,0,0
"38851","BOY","27.9.a","TLW","PT",7.66,8.9,8.09,7.11,3.47,4.75,8.27,12,8,6,4,0.1
"38852","BPI","27.9.a","TLW","ES",2.03,5.29,3.52,1.02,2.07,0,0,0,0,0,0,0
"38853","BRB","27.9.a","TLW","ES",186.91,123.48,97.18,109.75,74.71,84.23,70.62,97.3,98.8,137,142.8,101.2
"38854","BRB","27.9.a","TLW","PT",223.93,244.95,204.63,214.85,236.44,178.76,249.21,251,230,205,225,4.2
"38855","BRD","27.9.a","TLW","PT",0,0,0,0,0,0.46,0,0,0,0,0,0
"38856","BRF","27.9.a","TLW","ES",94.08,103.03,109.32,156.53,190.17,187.38,118.54,60.1,43.8,34,37.8,13.5
"38857","BRF","27.9.a","TLW","PT",182.78,153.13,164.97,160.07,177.85,200.14,144.53,134,172,176,317,7
"38858","BRI","27.9.a","TLW","ES",0.01,0,0,0,0.02,0,0,0,0,0,0,0
"38859","BRT","27.9.a","TLW","ES",0,0,0,0,0.02,0,0,0,0,0,0,0
"38860","BRX","27.9.a","TLW","ES",0.01,0.02,0.41,1.84,5.59,0.02,0.1,0,0,0,0,0.2
"38861","BSC","27.9.a","TLW","ES",1.98,2.01,2.28,3.65,4.35,0,0,0,0,0,0,0
"38862","BSC","27.9.a","TLW","PT",2.67,2.95,2.4,2.28,1.58,1.26,1.56,1,0.01,0.01,1,0.1
"38863","BSE","27.9.a","TLW","PT",1.28,2.86,0.49,7.54,6.7,8.76,16.79,22,29,75,114,2.8
"38864","BSF","27.9.a","TLW","ES",0.02,0,0,0,0,33.49,0,0.5,0,0,0.01,0
"38865","BSF","27.9.a","TLW","PT",2209.25,2386.31,2528.46,2135.55,2159.01,2608.78,2780.68,3346,3478,3612,3457,35.8
"38866","BSH","27.9.a","TLW","ES",990.72,278.47,406.88,434.29,265.8,201.49,230.19,167.5,164.3,474,72.6,267.4
"38867","BSH","27.9.a","TLW","PT",705.09,711.43,437.51,404.77,287.33,309.32,772.11,925,762,671,1012,228.3
"38868","BSK","27.9.a","TLW","PT",0,0,0,0,0.2,0,0,0,0,0,6,0
"38869","BSS","27.9.a","TLW","ES",177.13,164.69,139.53,123.64,214.53,103.74,84.9,90,85.9,111,228,116.6
"38870","BSS","27.9.a","TLW","FR",0,0,0,0,0,0,0,0,2.3,0,0,0
"38871","BSS","27.9.a","TLW","PT",573.47,545.34,436.26,660.6,501.7,368.06,439.69,487,413,402,544,2.8
"38872","BSX","27.9.a","TLW","ES",0.73,0.74,0.5,0.38,0.2,3.33,10.29,11.6,12.5,8,11.6,47.3
"38873","BTH","27.9.a","TLW","ES",0,0,0,0,0,0,0,0,60.2,17,15.3,0.3
"38874","BTH","27.9.a","TLW","PT",0,0,0,0,0,0.08,0,0,0,0,0.01,0
"38875","BUM","27.9.a","TLW","ES",0,5.75,3.14,1.82,0.05,2.54,9.47,0.8,0,0,0.01,0
"38876","BUM","27.9.a","TLW","PT",0.29,0.03,0.14,0.39,0,0.03,0.08,0,0.01,2,12,0.9
"38877","BUR","27.9.a","TLW","PT",3.56,3.41,4.86,4.26,2.74,8.36,2.7,5,1,0.01,2,0
"38878","BUX","27.9.a","TLW","ES",5.13,28.67,15.16,1.45,3.13,0.04,181.64,10,0,0.01,0.1,0.1
"38879","BVV","27.9.a","TLW","PT",0,0,0,0.08,0.05,0,0.28,0,0,0,0,0
"38880","BXD","27.9.a","TLW","ES",4.04,4.97,0.38,1.58,2.29,0.41,9.45,12.4,29.2,25,102.7,78.1
"38881","BXD","27.9.a","TLW","PT",17.76,29.58,13.7,11.33,10.15,6.54,4.79,18,10,6,17,0
"38882","BYS","27.9.a","TLW","ES",0.22,0.14,0,0,0.93,6.18,19.56,22.7,1.7,2,2.5,3.4
"38883","BYS","27.9.a","TLW","PT",6.44,0,19.99,14.58,7.59,3.68,2.49,11,25,11,27,0.01
"38884","BZX","27.9.a","TLW","ES",0.07,0.66,1.28,0.22,0,0,0,0,0,0,0,0
"38885","CAA","27.9.a","TLW","ES",0.03,0,0,0,0,0,0,0,0,0,0,0
"38886","CAA","27.9.a","TLW","PT",0,0,0,0.01,0.01,0.05,0,0,0.01,0.01,1,0.3
"38887","CAB","27.9.a","TLW","ES",0,0,0.1,0,0,0,0,0,0,0,0,0
"38888","CAP","27.9.a","TLW","PT",0,0,0,0,0,0,0,0,0.01,0,0.01,0
"38889","CAR","27.9.a","TLW","ES",0.29,0.01,534.25,305.39,511.1,0.03,337.38,500,1.7,0,0,0
"38890","CAS","27.9.a","TLW","PT",0,0,0,0,0.06,0.06,0,0,0.01,1,4,0.2
"38891","CAT","27.9.a","TLW","ES",0.02,0,0,0,0.01,0.01,0,0.1,0,0,0,0
"38892","CAT","27.9.a","TLW","PT",0,0,0,0.01,0.02,0.07,0.23,0,0.01,0.01,1,0.01
"38893","CAX","27.9.a","TLW","PT",0,0,0,0,0,0,0,0,0,0.01,0.01,0
"38894","CBC","27.9.a","TLW","ES",31.78,45,41.3,25.91,41.56,20.9,23.58,40,49.5,19,9.9,582.7
"38895","CBC","27.9.a","TLW","PT",0,0,0.97,1.35,1.59,1.27,2.27,2,5,1,5,0
"38896","CBM","27.9.a","TLW","ES",1.49,5.05,7.96,11.37,7.08,0,0,0,0,0,0,0
"38897","CBR","27.9.a","TLW","ES",14.64,16.76,14.68,11.47,25.31,24.1,45.88,33.9,60.3,97,590.2,0
"38898","CBR","27.9.a","TLW","PT",0,0.02,0.14,0.12,0.02,0.11,0.15,0,0.01,0.01,2,0
"38899","CCL","27.9.a","TLW","PT",0,0,0,0,0.04,0,0,0,0,0,0,0
"38900","CCP","27.9.a","TLW","PT",0,0,0,0,0.02,0,0,0,0,0,0,0
"38901","CCT","27.9.a","TLW","ES",0,0,0,0,0.02,0,0,0,0,0,0,0
"38902","CDX","27.9.a","TLW","ES",16.35,27.15,20.86,28.6,30.8,230.25,389.98,276.7,222.5,196,252.1,206.8
"38903","CDX","27.9.a","TLW","PT",0,0,0,0,0,0,0,261,250,250,187,0.2
"38904","CDZ","27.9.a","TLW","PT",0,0,0,0,0.04,0,0,0,0.01,0,0,0
"38905","CEN","27.9.a","TLW","ES",0.15,0.02,0.25,0.34,0.08,0.04,0.08,7.2,5.6,1,0.7,1.8
"38906","CEO","27.9.a","TLW","ES",0.01,0.03,0.08,0.05,0.16,0,0,0,0,0,0,0
"38907","CEP","27.9.a","TLW","ES",0.03,0.9,0.94,0,1.54,0,0,0,0,0,0,0
"38908","CET","27.9.a","TLW","ES",153.87,170.07,199.28,188.19,291.25,246.07,140.64,316.9,280.3,229,167.6,225.3
"38909","CET","27.9.a","TLW","PT",297.57,173.99,162.01,281.7,265.04,278.65,339.4,169,95,40,34,4
"38910","CFB","27.9.a","TLW","ES",0,0,0.03,0,0,0,0,0,0,0,0,0
"38911","CFB","27.9.a","TLW","PT",0,0,0,0,0,0.01,0,0,0,0,0,0
"38912","CGO","27.9.a","TLW","PT",0,0,0,0,0.01,0,0,0,0.01,0.01,0,0
"38913","CGX","27.9.a","TLW","ES",40.27,3.61,2.39,5.82,68.64,245.92,4.09,10.8,3.5,4,9.1,3
"38914","CIL","27.9.a","TLW","ES",115.8,152.51,151.07,97.69,183.92,0,0,0,0,0,0,0
"38915","CIL","27.9.a","TLW","PT",1.58,0,0,0,0,0,0,0,0,0,0,0
"38916","CKL","27.9.a","TLW","ES",0,0,0,0,0.02,0,0,0,0,0,0,0
"38917","CKW","27.9.a","TLW","PT",12.49,6.79,2.96,0.01,0.04,0.02,0.06,0,0.01,0.01,0.01,0.1
"38918","CLJ","27.9.a","TLW","PT",114.43,191.57,930.05,1036.33,772.45,889.02,567.14,105,9,0,0,0
"38919","CLS","27.9.a","TLW","ES",0.01,0,0.01,0.01,0,0,0,0,0,0,0,0
"38920","CLU","27.9.a","TLW","ES",276.53,133.81,112.59,38.61,8.12,2.52,725.29,333.9,960,878,611.2,406
"38921","CLV","27.9.a","TLW","ES",2752.43,2120.91,1394.4,1288.84,1384.4,2073.67,2609.92,2664.9,2799.9,1257,931.7,1103
"38922","CLV","27.9.a","TLW","PT",0,0,0,0,0,0,0,0,0,0,3,0
"38923","CLX","27.9.a","TLW","ES",0.95,1.07,3.01,2.51,4.84,8.83,15.52,17,31.8,414,42.6,50.8
"38924","CLX","27.9.a","TLW","PT",0,0,0,0,0,0,0,0,0.01,0.01,17,0.4
"38925","CMK","27.9.a","TLW","ES",0,0,0,0,0.01,0,0,0,0,0,0,0
"38926","CMK","27.9.a","TLW","PT",0.07,0,0,0,0,0,0,0,0,0,0,0
"38927","CNZ","27.9.a","TLW","ES",0,0.01,0.31,0,0.01,0,0,0,0,0,0,0
"38928","COB","27.9.a","TLW","ES",15.17,4.83,8.54,29.21,17.91,0,0,0,0,0,0,0
"38929","COB","27.9.a","TLW","PT",0.25,0,0.67,1.1,0.51,2.57,1.75,1,0.01,0,0.01,0
"38930","COC","27.9.a","TLW","ES",2593.18,1325.03,2185.47,1008.13,1555.17,2027.29,3299.56,3356.7,2977.6,2685,2698.2,1360.2
"38931","COC","27.9.a","TLW","PT",4589.93,1835.04,4699.89,1990.97,1265.23,1124.99,1605.75,2890,3878,2293,1770,0.2
"38932","COD","27.9.a","TLW","ES",0.02,0.02,0.01,0.01,0,0.73,0.89,3.9,2.3,0,0.1,0
"38933","COD","27.9.a","TLW","FR",0,0,0,0,0,0,0,0,1.3,0,0,0
"38934","COD","27.9.a","TLW","PT",0,0.02,0.07,0.04,0.09,0.31,0.03,0,0.01,0.01,0.01,2.8
"38935","COE","27.9.a","TLW","ES",705.42,528.62,695.8,615.43,628.52,721.78,662.92,585.3,630.7,1618,1992.3,1377
"38936","COE","27.9.a","TLW","FR",0,0,0,0,0,0,0.86,0,0,0,0,0
"38937","COE","27.9.a","TLW","PT",901.99,955.45,1031.5,1015.18,833.55,1087.13,1441.57,1315,1384,1137,1504,43
"38938","COU","27.9.a","TLW","ES",3.82,1.43,1.15,0.78,0.84,0,0,0,0,0,0,0
"38939","COU","27.9.a","TLW","PT",0.05,0,0,0.01,0,0,0,0,0,0,0,0
"38940","COW","27.9.a","TLW","PT",0,0,0,0,0,0.01,0.01,0,0.01,0,0,0
"38941","COX","27.9.a","TLW","ES",0.05,0.05,0.12,0,0.04,0,0,0,0,0,0,0
"38942","CPL","27.9.a","TLW","ES",0,0,0.09,0,0,0,0,0,0,0,0,0
"38943","CPL","27.9.a","TLW","PT",0,0,0,0,446.16,571.02,432.38,271,423,238,218,0.1
"38944","CPR","27.9.a","TLW","ES",48.65,54.36,57.22,50.01,37.36,54.41,72.3,70.4,68.3,66,56,52.3
"38945","CPR","27.9.a","TLW","PT",19.39,4.9,5.19,1.85,1.82,6.97,5.56,3,3,2,2,0.01
"38946","CRA","27.9.a","TLW","ES",4.61,6.29,4.68,3.51,1.71,1.2,10.75,2.9,1.3,11,13.3,0.1
"38947","CRB","27.9.a","TLW","PT",0,0,0,0,0.02,0.06,0,0,0,0,0.01,0
"38948","CRE","27.9.a","TLW","ES",4.3,2.93,2.6,1.92,1.15,1.8,1.15,1.6,1.4,7,1.5,14.6
"38949","CRE","27.9.a","TLW","GB",0,0,0,0,0,0,0,0,0,0,13.2,0
"38950","CRE","27.9.a","TLW","IE",0,1.38,0,0,0,0,0,0,0,0,0,0
"38951","CRE","27.9.a","TLW","PT",5.89,1.79,2.78,1.27,0.87,0.82,0.95,1,4,2,3,0.1
"38952","CRG","27.9.a","TLW","ES",16.3,18.59,16.51,5.79,0.82,4.54,5.82,8,7.6,9,8.9,2
"38953","CRG","27.9.a","TLW","PT",55.99,40.57,26.25,417.41,373.4,436.24,412.34,407,338,140,222,0.4
"38954","CRR","27.9.a","TLW","GB",0,0,0,0,0,0,0,0,0,0,0,56
"38955","CRS","27.9.a","TLW","ES",0.09,0.02,0.02,0.03,0.1,0.01,0.16,0.01,0.01,0.01,0.01,0.1
"38956","CRS","27.9.a","TLW","PT",173.46,93.61,41.43,111.79,60.24,7.42,0.66,1,3,5,4,0.01
"38957","CRU","27.9.a","TLW","ES",4.55,9.44,22.57,5.36,2.07,133.71,164.56,145.4,137.5,159,237.1,62.6
"38958","CRU","27.9.a","TLW","PT",0,0,6.59,4.54,0.25,0.73,0.14,1,0.01,0.01,1,0.2
"38959","CRW","27.9.a","TLW","ES",0.47,0.22,0.36,0.02,0,0.57,1.46,1,1.3,2,2.6,2.6
"38960","CSH","27.9.a","TLW","ES",3.51,3.71,7.24,2.89,6.05,1.9,1.3,1.1,0.01,1,2.6,0.5
"38961","CSH","27.9.a","TLW","NL",0,4.6,0,0.2,0,0,0,0,0,0,0,0
"38962","CSH","27.9.a","TLW","PT",0,0,0,0,0.1,0.74,1.14,1,0.01,0.01,0.01,0
"38963","CTB","27.9.a","TLW","ES",44.8,65.21,48.34,65.02,45.7,0,0,0,0,0,0,0
"38964","CTB","27.9.a","TLW","PT",338.18,356.34,374.59,361.43,325.15,361.09,394.77,454,483,412,438,31.5
"38965","CTC","27.9.a","TLW","ES",835.75,1050.87,982.7,931.44,1469.54,966.88,1030.8,1177.1,947.3,1358,1154.9,1259.6
"38966","CTC","27.9.a","TLW","PT",988.54,1218.41,1272.84,1257.19,1273.23,1127.29,1512.11,1994,1237,1428,1703,51.1
"38967","CTG","27.9.a","TLW","ES",280,317.64,415.18,521.27,575.53,668.43,719.55,767,786.6,266,197,129.4
"38968","CTG","27.9.a","TLW","PT",4.79,31.88,79.68,86.74,47.25,53.51,64.93,90,118,54,64,0
"38969","CTL","27.9.a","TLW","ES",12.08,32.29,21.16,20.82,38.69,56.07,42.58,37.6,41.3,31,31.3,28.1
"38970","CTS","27.9.a","TLW","ES",696.59,661.06,599.74,661.51,679.52,802.87,1073.14,1102.7,1049.3,668,561.7,383.9
"38971","CTS","27.9.a","TLW","PT",10.41,27.66,35.31,80.51,126.56,245.53,134.64,260,257,212,230,0
"38972","CTZ","27.9.a","TLW","ES",9.18,8.73,9.25,18.47,18.32,0,0,0,0,0,0,0
"38973","CTZ","27.9.a","TLW","PT",3.34,0,0,0,0,0,0,0,0,0,0,0
"38974","CUS","27.9.a","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.2
"38975","CUT","27.9.a","TLW","ES",0.2,0.08,0.02,0.03,0,0.01,0.04,37.1,53.6,130,115,67.3
"38976","CUX","27.9.a","TLW","ES",4.18,18.14,0.83,0,0.02,0,0.1,0,0,0.01,0,0
"38977","CUX","27.9.a","TLW","PT",0,0,5.26,0.39,0,0,0,0,0,0,0,0
"38978","CVJ","27.9.a","TLW","ES",38.37,21.22,33.73,11.29,2.8,0,0,0,0,0,0,0
"38979","CVJ","27.9.a","TLW","PT",0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,0.01
"38980","CYO","27.9.a","TLW","ES",0,0,0,0,0,0,0,0,0,5,2.5,25.9
"38981","CYO","27.9.a","TLW","GB",0,0,0,0,0,0,0,0,0,0,0,3
"38982","CYO","27.9.a","TLW","PT",2.41,0,0,0,0,0,0.4,1,33,74,136,0.1
"38983","CYP","27.9.a","TLW","GB",0,0,0,0,0,0,0,0,0,0,0,18
"38984","CYP","27.9.a","TLW","PT",0,0,0,0,0,0,0,0,27,33,29,0.9
"38985","DAB","27.9.a","TLW","ES",0.01,0.01,0,0,0.02,0.01,0,0,0,1,0,0
"38986","DAB","27.9.a","TLW","PT",0,0,0.06,0,0,0,0,0,0,0,0,0
"38987","DCA","27.9.a","TLW","ES",0.01,0,0,0,0.01,0,0.79,0,0.01,0.01,0,0
"38988","DCA","27.9.a","TLW","PT",2.12,0,0,0,0,0,0.55,2,23,60,37,0.4
"38989","DCP","27.9.a","TLW","ES",0.25,0.25,0.81,1.08,0.53,17.5,2.09,10.7,0,1,0.01,0
"38990","DCP","27.9.a","TLW","PT",0,0,0,0,0,0.85,0,25,18,15,25,0.1
"38991","DEA","27.9.a","TLW","PT",0,0,0,0,0,0.02,0.59,7,10,8,9,0.3
"38992","DEC","27.9.a","TLW","ES",5.26,8.02,7.81,13.03,10.58,0,0,0,0,0,0,0
